record_id,cpse_name,local_material_code,description,category,supplied_unit,manufacturer,part_number,ground_truth_standard_material_id,ground_truth_standard_code,description_variant,hard_negative_standard_material_id,hard_negative_reason,synthetic_data_notice
SYN-REC-0191,Narmada Power Demo Limited,LOC-FST-M24-144-G109-1,Hex Head Bolt M24 x 144 mm Grade 10.9,Fasteners,each,Prototype Engineering Supply,DEMO-PN-039-1,SYN-CAN-039,SYN-FST-M24-144-G109,canonical_case,SYN-CAN-001,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0192,Vindhya Engineering Demo Services,LOC-FST-M24-144-G109-2,HEX BOLT M24 X 144MM CL 10.9,Fasteners,nos,Synthetic Process Systems,DEMO-PN-039-2,SYN-CAN-039,SYN-FST-M24-144-G109,abbreviation_capitalization,SYN-CAN-001,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0193,Astra Petrochem Demo Corporation,LOC-FST-M24-144-G109-3,"bolt, hex-head; 144 mm; M24; grade-10.9",Fasteners,No.,Synthetic Process Systems,DEMO-PN-039-3,SYN-CAN-039,SYN-FST-M24-144-G109,punctuation_reordered,SYN-CAN-001,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0194,Bharat Thermal Demo Enterprise,LOC-FST-M24-144-G109-4,10.9 property class carbon steel hexagonal screw M24 144 mm,Fasteners,each,Prototype Engineering Supply,DEMO-PN-039-4,SYN-CAN-039,SYN-FST-M24-144-G109,equivalent_terminology,SYN-CAN-001,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0195,Dakshin Steel Demo Works,LOC-FST-M24-144-G109-5,Hex bolt M24 length 144 mm; verify grade 10.9,Fasteners,pcs,Synthetic Process Systems,DEMO-PN-039-5,SYN-CAN-039,SYN-FST-M24-144-G109,near_duplicate_dimension,SYN-CAN-001,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0196,Vindhya Engineering Demo Services,LOC-FST-M24-168-G129-1,Hex Head Bolt M24 x 168 mm Grade 12.9,Fasteners,each,Prototype Engineering Supply,DEMO-PN-040-1,SYN-CAN-040,SYN-FST-M24-168-G129,canonical_case,SYN-CAN-002,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0197,Astra Petrochem Demo Corporation,LOC-FST-M24-168-G129-2,HEX BOLT M24 X 168MM CL 12.9,Fasteners,nos,Synthetic Process Systems,DEMO-PN-040-2,SYN-CAN-040,SYN-FST-M24-168-G129,abbreviation_capitalization,SYN-CAN-002,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0198,Bharat Thermal Demo Enterprise,LOC-FST-M24-168-G129-3,"bolt, hex-head; 168 mm; M24; grade-12.9",Fasteners,No.,DemoForge Industries,DEMO-PN-040-3,SYN-CAN-040,SYN-FST-M24-168-G129,punctuation_reordered,SYN-CAN-002,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0199,Dakshin Steel Demo Works,LOC-FST-M24-168-G129-4,12.9 property class carbon steel hexagonal screw M24 168 mm,Fasteners,each,Synthetic Process Systems,DEMO-PN-040-4,SYN-CAN-040,SYN-FST-M24-168-G129,equivalent_terminology,SYN-CAN-002,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0200,Narmada Power Demo Limited,LOC-FST-M24-168-G129-5,Hex bolt M24 length 168 mm; verify grade 12.9,Fasteners,pcs,DemoForge Industries,DEMO-PN-040-5,SYN-CAN-040,SYN-FST-M24-168-G129,near_duplicate_dimension,SYN-CAN-002,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0201,Astra Petrochem Demo Corporation,LOC-VLV-GAT-DN15-CL150-1,Gate Valve DN 15 Class 150 RF Flanged,Piping Valves,each,DemoForge Industries,DEMO-PN-041-1,SYN-CAN-041,SYN-VLV-GAT-DN15-CL150,canonical_case,SYN-CAN-044,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0202,Bharat Thermal Demo Enterprise,LOC-VLV-GAT-DN15-CL150-2,GATE VLV DN 15 CLASS 150 RF FLG,Piping Valves,nos,Prototype Engineering Supply,DEMO-PN-041-2,SYN-CAN-041,SYN-VLV-GAT-DN15-CL150,abbreviation_capitalization,SYN-CAN-044,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0203,Dakshin Steel Demo Works,LOC-VLV-GAT-DN15-CL150-3,valve; Class 150; RF flange; DN 15; gate,Piping Valves,No.,Synthetic Process Systems,DEMO-PN-041-3,SYN-CAN-041,SYN-VLV-GAT-DN15-CL150,punctuation_reordered,SYN-CAN-044,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0204,Narmada Power Demo Limited,LOC-VLV-GAT-DN15-CL150-4,"ASME B16.34 gate type, raised-face flanged, DN 15, Class 150",Piping Valves,each,Synthetic Process Systems,DEMO-PN-041-4,SYN-CAN-041,SYN-VLV-GAT-DN15-CL150,equivalent_terminology,SYN-CAN-044,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0205,Vindhya Engineering Demo Services,LOC-VLV-GAT-DN15-CL150-5,Gate valve DN 15 RF; pressure rating Class 150,Piping Valves,pcs,Synthetic Process Systems,DEMO-PN-041-5,SYN-CAN-041,SYN-VLV-GAT-DN15-CL150,near_duplicate_pressure_class,SYN-CAN-044,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0206,Bharat Thermal Demo Enterprise,LOC-VLV-GAT-DN15-CL300-1,Gate Valve DN 15 Class 300 RF Flanged,Piping Valves,each,Prototype Engineering Supply,DEMO-PN-042-1,SYN-CAN-042,SYN-VLV-GAT-DN15-CL300,canonical_case,SYN-CAN-045,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0207,Dakshin Steel Demo Works,LOC-VLV-GAT-DN15-CL300-2,GATE VLV DN 15 CLASS 300 RF FLG,Piping Valves,nos,Prototype Engineering Supply,DEMO-PN-042-2,SYN-CAN-042,SYN-VLV-GAT-DN15-CL300,abbreviation_capitalization,SYN-CAN-045,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0208,Narmada Power Demo Limited,LOC-VLV-GAT-DN15-CL300-3,valve; Class 300; RF flange; DN 15; gate,Piping Valves,No.,Synthetic Process Systems,DEMO-PN-042-3,SYN-CAN-042,SYN-VLV-GAT-DN15-CL300,punctuation_reordered,SYN-CAN-045,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0209,Vindhya Engineering Demo Services,LOC-VLV-GAT-DN15-CL300-4,"ASME B16.34 gate type, raised-face flanged, DN 15, Class 300",Piping Valves,each,DemoForge Industries,DEMO-PN-042-4,SYN-CAN-042,SYN-VLV-GAT-DN15-CL300,equivalent_terminology,SYN-CAN-045,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0210,Astra Petrochem Demo Corporation,LOC-VLV-GAT-DN15-CL300-5,Gate valve DN 15 RF; pressure rating Class 300,Piping Valves,pcs,Prototype Engineering Supply,DEMO-PN-042-5,SYN-CAN-042,SYN-VLV-GAT-DN15-CL300,near_duplicate_pressure_class,SYN-CAN-045,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0211,Dakshin Steel Demo Works,LOC-VLV-GAT-DN25-CL150-1,Gate Valve DN 25 Class 150 RF Flanged,Piping Valves,each,Prototype Engineering Supply,DEMO-PN-043-1,SYN-CAN-043,SYN-VLV-GAT-DN25-CL150,canonical_case,SYN-CAN-046,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0212,Narmada Power Demo Limited,LOC-VLV-GAT-DN25-CL150-2,GATE VLV DN 25 CLASS 150 RF FLG,Piping Valves,nos,Prototype Engineering Supply,DEMO-PN-043-2,SYN-CAN-043,SYN-VLV-GAT-DN25-CL150,abbreviation_capitalization,SYN-CAN-046,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0213,Vindhya Engineering Demo Services,LOC-VLV-GAT-DN25-CL150-3,valve; Class 150; RF flange; DN 25; gate,Piping Valves,No.,DemoForge Industries,DEMO-PN-043-3,SYN-CAN-043,SYN-VLV-GAT-DN25-CL150,punctuation_reordered,SYN-CAN-046,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0214,Astra Petrochem Demo Corporation,LOC-VLV-GAT-DN25-CL150-4,"ASME B16.34 gate type, raised-face flanged, DN 25, Class 150",Piping Valves,each,DemoForge Industries,DEMO-PN-043-4,SYN-CAN-043,SYN-VLV-GAT-DN25-CL150,equivalent_terminology,SYN-CAN-046,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0215,Bharat Thermal Demo Enterprise,LOC-VLV-GAT-DN25-CL150-5,Gate valve DN 25 RF; pressure rating Class 150,Piping Valves,pcs,DemoForge Industries,DEMO-PN-043-5,SYN-CAN-043,SYN-VLV-GAT-DN25-CL150,near_duplicate_pressure_class,SYN-CAN-046,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0216,Narmada Power Demo Limited,LOC-VLV-GAT-DN25-CL300-1,Gate Valve DN 25 Class 300 RF Flanged,Piping Valves,each,Synthetic Process Systems,DEMO-PN-044-1,SYN-CAN-044,SYN-VLV-GAT-DN25-CL300,canonical_case,SYN-CAN-047,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0217,Vindhya Engineering Demo Services,LOC-VLV-GAT-DN25-CL300-2,GATE VLV DN 25 CLASS 300 RF FLG,Piping Valves,nos,DemoForge Industries,DEMO-PN-044-2,SYN-CAN-044,SYN-VLV-GAT-DN25-CL300,abbreviation_capitalization,SYN-CAN-047,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0218,Astra Petrochem Demo Corporation,LOC-VLV-GAT-DN25-CL300-3,valve; Class 300; RF flange; DN 25; gate,Piping Valves,No.,DemoForge Industries,DEMO-PN-044-3,SYN-CAN-044,SYN-VLV-GAT-DN25-CL300,punctuation_reordered,SYN-CAN-047,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0219,Bharat Thermal Demo Enterprise,LOC-VLV-GAT-DN25-CL300-4,"ASME B16.34 gate type, raised-face flanged, DN 25, Class 300",Piping Valves,each,Prototype Engineering Supply,DEMO-PN-044-4,SYN-CAN-044,SYN-VLV-GAT-DN25-CL300,equivalent_terminology,SYN-CAN-047,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0220,Dakshin Steel Demo Works,LOC-VLV-GAT-DN25-CL300-5,Gate valve DN 25 RF; pressure rating Class 300,Piping Valves,pcs,Prototype Engineering Supply,DEMO-PN-044-5,SYN-CAN-044,SYN-VLV-GAT-DN25-CL300,near_duplicate_pressure_class,SYN-CAN-047,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0221,Vindhya Engineering Demo Services,LOC-VLV-GAT-DN40-CL150-1,Gate Valve DN 40 Class 150 RF Flanged,Piping Valves,each,Synthetic Process Systems,DEMO-PN-045-1,SYN-CAN-045,SYN-VLV-GAT-DN40-CL150,canonical_case,SYN-CAN-048,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0222,Astra Petrochem Demo Corporation,LOC-VLV-GAT-DN40-CL150-2,GATE VLV DN 40 CLASS 150 RF FLG,Piping Valves,nos,Prototype Engineering Supply,DEMO-PN-045-2,SYN-CAN-045,SYN-VLV-GAT-DN40-CL150,abbreviation_capitalization,SYN-CAN-048,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0223,Bharat Thermal Demo Enterprise,LOC-VLV-GAT-DN40-CL150-3,valve; Class 150; RF flange; DN 40; gate,Piping Valves,No.,Prototype Engineering Supply,DEMO-PN-045-3,SYN-CAN-045,SYN-VLV-GAT-DN40-CL150,punctuation_reordered,SYN-CAN-048,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0224,Dakshin Steel Demo Works,LOC-VLV-GAT-DN40-CL150-4,"ASME B16.34 gate type, raised-face flanged, DN 40, Class 150",Piping Valves,each,Synthetic Process Systems,DEMO-PN-045-4,SYN-CAN-045,SYN-VLV-GAT-DN40-CL150,equivalent_terminology,SYN-CAN-048,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0225,Narmada Power Demo Limited,LOC-VLV-GAT-DN40-CL150-5,Gate valve DN 40 RF; pressure rating Class 150,Piping Valves,pcs,DemoForge Industries,DEMO-PN-045-5,SYN-CAN-045,SYN-VLV-GAT-DN40-CL150,near_duplicate_pressure_class,SYN-CAN-048,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0226,Astra Petrochem Demo Corporation,LOC-VLV-GAT-DN40-CL300-1,Gate Valve DN 40 Class 300 RF Flanged,Piping Valves,each,DemoForge Industries,DEMO-PN-046-1,SYN-CAN-046,SYN-VLV-GAT-DN40-CL300,canonical_case,SYN-CAN-049,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0227,Bharat Thermal Demo Enterprise,LOC-VLV-GAT-DN40-CL300-2,GATE VLV DN 40 CLASS 300 RF FLG,Piping Valves,nos,Synthetic Process Systems,DEMO-PN-046-2,SYN-CAN-046,SYN-VLV-GAT-DN40-CL300,abbreviation_capitalization,SYN-CAN-049,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0228,Dakshin Steel Demo Works,LOC-VLV-GAT-DN40-CL300-3,valve; Class 300; RF flange; DN 40; gate,Piping Valves,No.,DemoForge Industries,DEMO-PN-046-3,SYN-CAN-046,SYN-VLV-GAT-DN40-CL300,punctuation_reordered,SYN-CAN-049,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0229,Narmada Power Demo Limited,LOC-VLV-GAT-DN40-CL300-4,"ASME B16.34 gate type, raised-face flanged, DN 40, Class 300",Piping Valves,each,Prototype Engineering Supply,DEMO-PN-046-4,SYN-CAN-046,SYN-VLV-GAT-DN40-CL300,equivalent_terminology,SYN-CAN-049,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0230,Vindhya Engineering Demo Services,LOC-VLV-GAT-DN40-CL300-5,Gate valve DN 40 RF; pressure rating Class 300,Piping Valves,pcs,DemoForge Industries,DEMO-PN-046-5,SYN-CAN-046,SYN-VLV-GAT-DN40-CL300,near_duplicate_pressure_class,SYN-CAN-049,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0231,Bharat Thermal Demo Enterprise,LOC-VLV-GAT-DN50-CL150-1,Gate Valve DN 50 Class 150 RF Flanged,Piping Valves,each,DemoForge Industries,DEMO-PN-047-1,SYN-CAN-047,SYN-VLV-GAT-DN50-CL150,canonical_case,SYN-CAN-050,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0232,Dakshin Steel Demo Works,LOC-VLV-GAT-DN50-CL150-2,GATE VLV DN 50 CLASS 150 RF FLG,Piping Valves,nos,Synthetic Process Systems,DEMO-PN-047-2,SYN-CAN-047,SYN-VLV-GAT-DN50-CL150,abbreviation_capitalization,SYN-CAN-050,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0233,Narmada Power Demo Limited,LOC-VLV-GAT-DN50-CL150-3,valve; Class 150; RF flange; DN 50; gate,Piping Valves,No.,DemoForge Industries,DEMO-PN-047-3,SYN-CAN-047,SYN-VLV-GAT-DN50-CL150,punctuation_reordered,SYN-CAN-050,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0234,Vindhya Engineering Demo Services,LOC-VLV-GAT-DN50-CL150-4,"ASME B16.34 gate type, raised-face flanged, DN 50, Class 150",Piping Valves,each,DemoForge Industries,DEMO-PN-047-4,SYN-CAN-047,SYN-VLV-GAT-DN50-CL150,equivalent_terminology,SYN-CAN-050,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0235,Astra Petrochem Demo Corporation,LOC-VLV-GAT-DN50-CL150-5,Gate valve DN 50 RF; pressure rating Class 150,Piping Valves,pcs,DemoForge Industries,DEMO-PN-047-5,SYN-CAN-047,SYN-VLV-GAT-DN50-CL150,near_duplicate_pressure_class,SYN-CAN-050,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0236,Dakshin Steel Demo Works,LOC-VLV-GAT-DN50-CL300-1,Gate Valve DN 50 Class 300 RF Flanged,Piping Valves,each,Prototype Engineering Supply,DEMO-PN-048-1,SYN-CAN-048,SYN-VLV-GAT-DN50-CL300,canonical_case,SYN-CAN-051,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0237,Narmada Power Demo Limited,LOC-VLV-GAT-DN50-CL300-2,GATE VLV DN 50 CLASS 300 RF FLG,Piping Valves,nos,Prototype Engineering Supply,DEMO-PN-048-2,SYN-CAN-048,SYN-VLV-GAT-DN50-CL300,abbreviation_capitalization,SYN-CAN-051,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0238,Vindhya Engineering Demo Services,LOC-VLV-GAT-DN50-CL300-3,valve; Class 300; RF flange; DN 50; gate,Piping Valves,No.,Synthetic Process Systems,DEMO-PN-048-3,SYN-CAN-048,SYN-VLV-GAT-DN50-CL300,punctuation_reordered,SYN-CAN-051,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0239,Astra Petrochem Demo Corporation,LOC-VLV-GAT-DN50-CL300-4,"ASME B16.34 gate type, raised-face flanged, DN 50, Class 300",Piping Valves,each,Synthetic Process Systems,DEMO-PN-048-4,SYN-CAN-048,SYN-VLV-GAT-DN50-CL300,equivalent_terminology,SYN-CAN-051,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0240,Bharat Thermal Demo Enterprise,LOC-VLV-GAT-DN50-CL300-5,Gate valve DN 50 RF; pressure rating Class 300,Piping Valves,pcs,Synthetic Process Systems,DEMO-PN-048-5,SYN-CAN-048,SYN-VLV-GAT-DN50-CL300,near_duplicate_pressure_class,SYN-CAN-051,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0241,Narmada Power Demo Limited,LOC-VLV-GAT-DN80-CL150-1,Gate Valve DN 80 Class 150 RF Flanged,Piping Valves,each,DemoForge Industries,DEMO-PN-049-1,SYN-CAN-049,SYN-VLV-GAT-DN80-CL150,canonical_case,SYN-CAN-052,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0242,Vindhya Engineering Demo Services,LOC-VLV-GAT-DN80-CL150-2,GATE VLV DN 80 CLASS 150 RF FLG,Piping Valves,nos,Prototype Engineering Supply,DEMO-PN-049-2,SYN-CAN-049,SYN-VLV-GAT-DN80-CL150,abbreviation_capitalization,SYN-CAN-052,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0243,Astra Petrochem Demo Corporation,LOC-VLV-GAT-DN80-CL150-3,valve; Class 150; RF flange; DN 80; gate,Piping Valves,No.,Prototype Engineering Supply,DEMO-PN-049-3,SYN-CAN-049,SYN-VLV-GAT-DN80-CL150,punctuation_reordered,SYN-CAN-052,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0244,Bharat Thermal Demo Enterprise,LOC-VLV-GAT-DN80-CL150-4,"ASME B16.34 gate type, raised-face flanged, DN 80, Class 150",Piping Valves,each,Prototype Engineering Supply,DEMO-PN-049-4,SYN-CAN-049,SYN-VLV-GAT-DN80-CL150,equivalent_terminology,SYN-CAN-052,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0245,Dakshin Steel Demo Works,LOC-VLV-GAT-DN80-CL150-5,Gate valve DN 80 RF; pressure rating Class 150,Piping Valves,pcs,Synthetic Process Systems,DEMO-PN-049-5,SYN-CAN-049,SYN-VLV-GAT-DN80-CL150,near_duplicate_pressure_class,SYN-CAN-052,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0246,Vindhya Engineering Demo Services,LOC-VLV-GAT-DN80-CL300-1,Gate Valve DN 80 Class 300 RF Flanged,Piping Valves,each,Synthetic Process Systems,DEMO-PN-050-1,SYN-CAN-050,SYN-VLV-GAT-DN80-CL300,canonical_case,SYN-CAN-053,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0247,Astra Petrochem Demo Corporation,LOC-VLV-GAT-DN80-CL300-2,GATE VLV DN 80 CLASS 300 RF FLG,Piping Valves,nos,Synthetic Process Systems,DEMO-PN-050-2,SYN-CAN-050,SYN-VLV-GAT-DN80-CL300,abbreviation_capitalization,SYN-CAN-053,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0248,Bharat Thermal Demo Enterprise,LOC-VLV-GAT-DN80-CL300-3,valve; Class 300; RF flange; DN 80; gate,Piping Valves,No.,DemoForge Industries,DEMO-PN-050-3,SYN-CAN-050,SYN-VLV-GAT-DN80-CL300,punctuation_reordered,SYN-CAN-053,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0249,Dakshin Steel Demo Works,LOC-VLV-GAT-DN80-CL300-4,"ASME B16.34 gate type, raised-face flanged, DN 80, Class 300",Piping Valves,each,Prototype Engineering Supply,DEMO-PN-050-4,SYN-CAN-050,SYN-VLV-GAT-DN80-CL300,equivalent_terminology,SYN-CAN-053,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0250,Narmada Power Demo Limited,LOC-VLV-GAT-DN80-CL300-5,Gate valve DN 80 RF; pressure rating Class 300,Piping Valves,pcs,DemoForge Industries,DEMO-PN-050-5,SYN-CAN-050,SYN-VLV-GAT-DN80-CL300,near_duplicate_pressure_class,SYN-CAN-053,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0251,Astra Petrochem Demo Corporation,LOC-VLV-GLO-DN15-CL150-1,Globe Valve DN 15 Class 150 RF Flanged,Piping Valves,each,DemoForge Industries,DEMO-PN-051-1,SYN-CAN-051,SYN-VLV-GLO-DN15-CL150,canonical_case,SYN-CAN-054,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0252,Bharat Thermal Demo Enterprise,LOC-VLV-GLO-DN15-CL150-2,GLOBE VLV DN 15 CLASS 150 RF FLG,Piping Valves,nos,Synthetic Process Systems,DEMO-PN-051-2,SYN-CAN-051,SYN-VLV-GLO-DN15-CL150,abbreviation_capitalization,SYN-CAN-054,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0253,Dakshin Steel Demo Works,LOC-VLV-GLO-DN15-CL150-3,valve; Class 150; RF flange; DN 15; globe,Piping Valves,No.,Synthetic Process Systems,DEMO-PN-051-3,SYN-CAN-051,SYN-VLV-GLO-DN15-CL150,punctuation_reordered,SYN-CAN-054,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0254,Narmada Power Demo Limited,LOC-VLV-GLO-DN15-CL150-4,"ASME B16.34 globe type, raised-face flanged, DN 15, Class 150",Piping Valves,each,Prototype Engineering Supply,DEMO-PN-051-4,SYN-CAN-051,SYN-VLV-GLO-DN15-CL150,equivalent_terminology,SYN-CAN-054,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0255,Vindhya Engineering Demo Services,LOC-VLV-GLO-DN15-CL150-5,Globe valve DN 15 RF; pressure rating Class 150,Piping Valves,pcs,Synthetic Process Systems,DEMO-PN-051-5,SYN-CAN-051,SYN-VLV-GLO-DN15-CL150,near_duplicate_pressure_class,SYN-CAN-054,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0256,Bharat Thermal Demo Enterprise,LOC-VLV-GLO-DN15-CL300-1,Globe Valve DN 15 Class 300 RF Flanged,Piping Valves,each,Synthetic Process Systems,DEMO-PN-052-1,SYN-CAN-052,SYN-VLV-GLO-DN15-CL300,canonical_case,SYN-CAN-055,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0257,Dakshin Steel Demo Works,LOC-VLV-GLO-DN15-CL300-2,GLOBE VLV DN 15 CLASS 300 RF FLG,Piping Valves,nos,Synthetic Process Systems,DEMO-PN-052-2,SYN-CAN-052,SYN-VLV-GLO-DN15-CL300,abbreviation_capitalization,SYN-CAN-055,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0258,Narmada Power Demo Limited,LOC-VLV-GLO-DN15-CL300-3,valve; Class 300; RF flange; DN 15; globe,Piping Valves,No.,Synthetic Process Systems,DEMO-PN-052-3,SYN-CAN-052,SYN-VLV-GLO-DN15-CL300,punctuation_reordered,SYN-CAN-055,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0259,Vindhya Engineering Demo Services,LOC-VLV-GLO-DN15-CL300-4,"ASME B16.34 globe type, raised-face flanged, DN 15, Class 300",Piping Valves,each,Prototype Engineering Supply,DEMO-PN-052-4,SYN-CAN-052,SYN-VLV-GLO-DN15-CL300,equivalent_terminology,SYN-CAN-055,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0260,Astra Petrochem Demo Corporation,LOC-VLV-GLO-DN15-CL300-5,Globe valve DN 15 RF; pressure rating Class 300,Piping Valves,pcs,Synthetic Process Systems,DEMO-PN-052-5,SYN-CAN-052,SYN-VLV-GLO-DN15-CL300,near_duplicate_pressure_class,SYN-CAN-055,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
